title,year_range,genre,rating,one-line,votes,runtime,gross,start_year,end_year,director,actors,genre_action,genre_adventure,genre_animation,genre_biography,genre_comedy,genre_crime,genre_documentary,genre_drama,genre_family,genre_fantasy,genre_film-noir,genre_game-show,genre_history,genre_horror,genre_music,genre_musical,genre_mystery,genre_news,genre_reality-tv,genre_romance,genre_sci-fi,genre_short,genre_sport,genre_talk-show,genre_thriller,genre_war,genre_western
Murder Mountain,2018,"documentary,crime",6.9,"
What happens when California dreaming becomes a nightmare? When people head to Humboldt County, California in search of quick riches in the form of marijuana.","2,771",43.0,,2018,,,"Billy Honsal, 
Braden Brawner, 
Mike Downey, 
John Gordon",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Perdida,2020,"crime,drama,mystery",7.1,"
A man gets caught in Colombian customs with drugs, his goal is to end up in prison to contact who kidnapped his daughter years ago.","2,003",50.0,,2020,,,"Daniel Grao, 
Carolina Lapausa, 
Melani Olivares, 
Fernando Solórzano",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Zui quan,1978,"action,comedy",7.5,"
Wong Fei-Hung (Jackie Chan) is a mischievous, yet righteous young man, but after a series of incidents, his frustrated father has him disciplined by Beggar So (Siu-Tin Yuen), a Master of drunken martial arts.","38,076",111.0,,1978,,Woo-Ping Yuen,"Jackie Chan, 
Siu-Tin Yuen, 
Jang-Lee Hwang, 
Dean Shek",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
There's Someone Inside Your House,2021,"horror,thriller",,"
The graduating class at Osborne High is being targeted by a masked assailant, intent on exposing the darkest secret of each victim, and only a group of misfit outsiders can stop the killings.",,,,2021,,Patrick Brice,"Sarah Dugdale, 
Kayla Heller, 
Sydney Park, 
Théodore Pellerin",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Watership Down,2018,"animation,action,adventure",7.2,"
Fleeing their doomed warren, a colony of rabbits struggle to find and defend a new home.","5,587",204.0,,2018,,,"James McAvoy, 
Nicholas Hoult, 
John Boyega, 
Ben Kingsley",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Chronicles of Narnia: The Silver Chair,,"adventure,fantasy",,"
Jill Pole, Eustace Scrubb, and Puddleglum the Marsh-wiggle set off on a journey to the land north of Narnia in order to rescue King Caspian's missing son, Rilian.",,,,,,Joe Johnston,,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Er ist wieder da,2015,"comedy,drama,fantasy",7.1,"
Adolf Hitler wakes up in the 21st century. He quickly gains media attention, but while Germany finds him hilarious and charming, Hitler makes some serious observations about society.","43,083",116.0,,2015,,David Wnendt,"Oliver Masucci, 
Thomas M. Köppl, 
Marc-Marvin Israel, 
David Gebigke",0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Christmas Chronicles,2018,"adventure,comedy,family",7.0,"
The story of sister and brother, Kate and Teddy Pierce, whose Christmas Eve plan to catch Santa Claus on camera turns into an unexpected journey that most kids could only dream about.","63,607",104.0,,2018,,Clay Kaytis,"Kurt Russell, 
Darby Camp, 
Judah Lewis, 
Oliver Hudson",0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
This Is a Robbery: The World's Biggest Art Heist,2021,"documentary,crime,history",6.4,"
March 18, 1990, 13 works of art were stolen from the Isabella Stewart Gardner Museum in Boston. Guards admitted two men posing as police officers responding to a disturbance call, and the thieves tied the guards up and looted the museum.","3,443",210.0,,2021,,,"Shelley Murphy, 
Anne Hawley, 
Dick Ellis, 
Martin Leppo",0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gundala,2019,"action,adventure,drama",6.2,"
Indonesia's preeminent comic book superhero and his alter ego Sancaka enter the cinematic universe to battle the wicked Pengkor and his diabolical squad of orphan assassins.","4,153",123.0,,2019,,Joko Anwar,"Abimana Aryasatya, 
Tara Basro, 
Bront Palarae, 
Ario Bayu",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Higurashi no naku koro ni,2006,"animation,drama,horror",7.9,"
The story of a group of young friends and the mysterious events that occur in the rural village of Hinamizawa.","5,045",24.0,,2006,,,"Rebecca Forstadt, 
Megan Hollingshead, 
John Snyder, 
Sôichirô Hoshi",0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Mothership,,"adventure,drama,sci-fi",,"
The sci-fi adventure follows Sara Morse (Berry) one year since her husband mysteriously vanished from their rural farm. When she discovers a strange, extraterrestrial object underneath ...                See full summary »
",,,,,,Matt Charman,"Halle Berry, 
Molly Parker, 
Omari Hardwick, 
John Ortiz",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Scissor Seven,2018– ,"animation,action",8.3,"
Seeking to recover his memories, a scissor-wielding hairdresser, bungling quasi-assassin stumbles into a struggle for power among two feuding factions.","1,553",13.0,,2018,,,"Jas Patrick, 
Ronny Chieng, 
Jake Green, 
Aleks Le",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Trials of Gabriel Fernandez,2020,"documentary,crime",8.1,"
Filmmaker Brian Knappenberger investigates the tragic death of an 8-year-old California boy who endured horrific abuse by his mother and her boyfriend, along with the fractured and complex systems that failed to protect him.","9,411",331.0,,2020,,,"William Guirola, 
Wyatt Hinz, 
Rodrigo Alfonso, 
David Alvarado",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mahouka koukou no rettousei,2014– ,"animation,action,drama",7.2,"
Magic-- A century has passed since this concept has been recognized as a formal technology instead of the product of the occult or folklore. The season is spring and it is time for a brand ...                See full summary »
","2,698",22.0,,2014,,,"Yûichi Nakamura, 
Saori Hayami, 
Yumi Uchiyama, 
Kana Hanazawa",1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Charming,2018,"animation,adventure,comedy",5.6,"
Three fairy tale princesses find themselves engaged to the same guy, Prince Charming.","3,144",85.0,,2018,,Ross Venokur,"Demi Lovato, 
Wilmer Valderrama, 
Sia, 
Nia Vardalos",0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
iBoy,2017,"action,crime,sci-fi",6.0,"
After being shot, Tom wakes from a coma to discover that fragments of his smart phone have been embedded in his head, and worse, that returning to normal teenage life is impossible because he has developed a strange set of superpowers.","21,589",90.0,,2017,,Adam Randall,"Bill Milner, 
Maisie Williams, 
Miranda Richardson, 
Rory Kinnear",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
David Attenborough: A Life on Our Planet,2020,"documentary,biography",9.0,"
One man has seen more of the natural world than any other. This unique feature documentary is his witness statement.","28,445",83.0,,2020,,,"David Attenborough, 
Max Hughes",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Super Mario Bros: The Movie,2022,"animation,action,adventure",,"
A plumber named Mario travels through an underground labyrinth with his brother, Luigi, trying to save a captured princess. Feature film adaptation of the popular video game.",,,,2022,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Freelancers,2012,"action,crime,drama",4.6,"
The son of a slain NYPD officer joins the force, where he falls in with his father's former partner and a team of rogue cops.","9,949",96.0,,2012,,Jessy Terrero,"50 Cent, 
Robert De Niro, 
Forest Whitaker, 
Malcolm Goodwin",1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pan-dola,2016,"action,drama,thriller",6.7,"
The explosion of a nuclear power plant caused by an earthquake leads to a disaster which no one other than its workers can stop from spreading further.","6,508",136.0,,2016,,Jong-woo Park,"Daekyum Ahn, 
Do-bin Baek, 
Seung-Hoon Choi, 
Sung-Wook Eo",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
B: The Beginning,2018– ,"animation,action,crime",7.2,"
In this anime series, scientists hope ""new humans"" will create universal peace, but they're kidnapped by an evil group with very different plans.","4,285",25.0,,2018,,,"Hiroaki Hirata, 
Hiroki Touchi, 
Asami Seto, 
Johnny Yong Bosch",1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Copenhagen,2014,"adventure,drama,romance",7.1,"
When the girl of your dreams is half your age, it's time to grow up.","12,623",98.0,,2014,,Mark Raso,"Gethin Anthony, 
Frederikke Dahl Hansen, 
Sebastian Armesto, 
Olivia Grant",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Life Unexpected,2010–2011,drama,7.5,"
After 15 years in foster homes, Lux decides to get emancipated, which leads to her meeting her birth parents.","14,088",60.0,,2010,2011,,"Shiri Appleby, 
Kristoffer Polaha, 
Britt Robertson, 
Kerr Smith",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jeffrey Epstein: Filthy Rich,2020,"documentary,crime",7.1,"
Survivors worldwide reveal the manipulation, abuse and emotional scars suffered at the hands of wealthy convicted pedophile Jeffrey Epstein. Their stories expose a sex trafficking ring of powerful enablers leading up to his 2019 arrest.","19,935",227.0,,2020,,,"Michael Reiter, 
Annie Farmer, 
Shawna Rivera, 
Alan Dershowitz",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Los favoritos de Midas,2020,"crime,drama,thriller",6.6,"
Los Favoritos de Midas is based on the 1901 short story by Jack London. The six-part series follows Victor, a rich businessman, who is blackmailed in a strange way by a mysterious organization.","3,498",316.0,,2020,,,"Luis Tosar, 
Marta Belmonte, 
Guillermo Toledo, 
Carlos Blanco",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Naui Nara,2019,"action,drama,history",8.3,"
Set during the end of the Goryeo period to the early Joseon period. Two friends aim their swords against one another due to differences in opinion about ""my country.""","1,414",80.0,,2019,,,"Yang Se-Jong, 
Woo Do-Hwan, 
Jang Hyuk, 
Seol-Hyun Kim",1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
King Cobra,2016,"crime,drama",5.6,"
Veteran gay pornography producer Stephen battles two rival producers over the rights to his underage porn star creation, Brent Corrigan, with deadly results.","8,572",91.0,$0.03M,2016,,Justin Kelly,"Garrett Clayton, 
Christian Slater, 
Molly Ringwald, 
James Kelley",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kotaro Lives Alone,2021,drama,9.2,"
Shin Karino is an unpopular manga artist who spends his days meaningless in his apartment. One day, he meets his new neighbor, Kotaro Sato, a 5-year-old child who will be living alone. Shin...                See full summary »
",62,,,2021,,,"Natsuki Deguchi, 
Eito Kawahara, 
Mahiru Konno, 
Rie Minemura",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Hard Way,2019,action,4.8,"
After learning his brother died on a mission in Romania, a former soldier teams up with two allies to hunt down a mysterious enemy and exact revenge.","2,891",92.0,,2019,,Keoni Waxman,"Michael Jai White, 
Luke Goss, 
Randy Couture, 
Madalina Anea",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fatal Affair,2020,thriller,4.5,"
Ellie tries to mend her marriage with her husband Marcus after a brief encounter with an old friend, David, only to find that David is more dangerous and unstable than she'd realized.","5,257",89.0,,2020,,Peter Sullivan,"Nia Long, 
Omar Epps, 
Stephen Bishop, 
Aubrey Cleland",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Pale Blue Eye,,"crime,horror,mystery",,"
Follows a veteran detective who investigates the murders, helped by a detail-oriented young cadet who will later become a world famous author, Edgar Allan Poe.",,,,,,Scott Cooper,"Christian Bale, 
Harry Melling",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Mirai no Mirai,2018,"animation,adventure,drama",7.0,"
A young boy encounters a magical garden which enables him to travel through time and meet his relatives from different eras, with guidance by his younger sister from the future.","13,651",98.0,$0.81M,2018,,Mamoru Hosoda,"Rebecca Hall, 
Daniel Dae Kim, 
John Cho, 
Crispin Freeman",0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Skjelvet,2018,"action,drama,thriller",6.2,"
In 1904 an earthquake of magnitude 5.4 on the Richter scale shook Oslo, with an epicenter in the ""Oslo Graben"" which runs under the Norwegian capital. There are now signs that indicate that we can expect a major future earthquake in Oslo.","10,622",106.0,$0.01M,2018,,John Andreas Andersen,"Kristoffer Joner, 
Ane Dahl Torp, 
Edith Haagenrud-Sande, 
Kathrine Thorborg Johansen",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Drinking Buddies,2013,"comedy,drama,romance",6.1,"
Luke and Kate are coworkers at a brewery who spend their nights drinking and flirting heavily. One weekend away together with their significant others proves who really belongs together and who doesn't.","56,754",90.0,$0.34M,2013,,Joe Swanberg,"Olivia Wilde, 
Jake Johnson, 
Anna Kendrick, 
Ron Livingston",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Precious Cargo,2016,"action,comedy,thriller",4.6,"
A crime boss tries to make off with loot that belongs to another thief.","8,885",90.0,,2016,,Max Adams,"Bruce Willis, 
Mark-Paul Gosselaar, 
Claire Forlani, 
Jenna B. Kelly",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Sweet & Sour,2021,"comedy,romance",6.7,"
Faced with real-world opportunities and challenges, a couple endures the highs and lows of trying to make a long-distance relationship survive.","1,469",101.0,,2021,,Kae-Byeok Lee,"Jacky Jung, 
Krystal Jung, 
Jang Ki-Yong, 
Chae Soo-bin",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
What Is Life Worth,2020,"biography,drama,history",6.6,"
An attorney in Washington D.C. battles against cynicism, bureaucracy and politics to help the victims of 9/11.",287,118.0,,2020,,Sara Colangelo,"Stanley Tucci, 
Michael Keaton, 
Amy Ryan, 
Laura Benanti",0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bumperkleef,2019,"horror,thriller",5.7,"
A cocksure, road-raging family man finds himself pursued and terrorized by the vengeful van driver he chooses to tailgate.","2,394",86.0,,2019,,Lodewijk Crijns,"Jeroen Spitzenberger, 
Anniek Pheifer, 
Roosmarijn van der Hoek, 
Liz Vergeer",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
The Yinyang Master,2021,"action,adventure,drama",6.4,"
Adaption of the phenomenon-level mobile game ""Onmyoji"" - film version with the same name that will bring the magnificent oriental fantasy world to life.","2,013",113.0,,2021,,Weiran Li,"Kun Chen, 
Xun Zhou, 
William Wai-Ting Chan, 
Chuxiao Qu",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Angel,2018,"biography,drama,thriller",6.6,"
As his country prepares for war, top Egyptian official Ashraf Marwan makes contact with Israel and wades into a shadowy game of high-stakes espionage.","12,911",114.0,,2018,,Ariel Vromen,"Toby Kebbell, 
Ori Pfeffer, 
Hannah Ware, 
Marwan Kenzari",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
J'ai perdu mon corps,2019,"animation,drama,fantasy",7.6,"
A story of Naoufel, a young man who is in love with Gabrielle. In another part of town, a severed hand escapes from a dissection lab, determined to find its body again.","28,790",81.0,,2019,,Jérémy Clapin,"Hakim Faris, 
Victoire Du Bois, 
Patrick d'Assumçao, 
Alfonso Arfi",0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Munich: The Edge of War,2021,"biography,drama,history",,"
A British diplomat travels to Munich in the run-up to World War II, where a former classmate of his from Oxford is also en route, but is working for the German government.",,,,2021,,Christian Schwochow,"Jessica Brown Findlay, 
Jeremy Irons, 
George MacKay, 
Alex Jennings",0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A California Christmas,2020,"comedy,drama,romance",5.8,"
With his carefree lifestyle on the line, a wealthy charmer poses as a ranch hand to get a hardworking farmer to sell her family's land before Christmas.","6,943",106.0,,2020,,Shaun Paul Piccinino,"Lauren Swickard, 
Josh Swickard, 
Ali Afshar, 
David Del Rio",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Chungchungirok,2020,"drama,romance",7.3,"
Two actors and a makeup artist fight to make their own way in a world that weighs the backgrounds they were born into more than their dreams.","1,641",70.0,,2020,,,"Park Bo-Gum, 
So-dam Park, 
Woo-Seok Byeon, 
Shin Dong-mi",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Power Rangers Beast Morphers,2019–2020,"action,adventure,drama",6.8,"
Set in the future, a secret agency combines a newly discovered substance called ""Morph-X"" with animal DNA to create the Power Rangers Beast Morphers team.",479,21.0,,2019,2020,,"Rorrie D. Travis, 
Jasmeet Baduwalia, 
Jacqueline Scislowski, 
Abraham Rodriguez",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Black Beach,2020,"action,drama,thriller",5.5,"
Carlos is a businessman who gets a request to intercede on behalf of a US engineer in the oil industry who's been kidnapped.","1,299",110.0,,2020,,Esteban Crespo,"Raúl Arévalo, 
Paulina García, 
Candela Peña, 
Claude Musungayi",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Ala Vaikunthapurramuloo,2020,"action,comedy,drama",7.3,"
Fate plays a vital role in connecting the life of Bantu, a son who seeks validation from his cold-hearted father with the life of Raj, whose millionaire father wishes that he was more assertive.","10,091",163.0,$4.70M,2020,,Trivikram Srinivas,"Allu Arjun, 
Pooja Hegde, 
Tabu, 
Jayaram",1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alvinnn!!! And the Chipmunks,2015– ,"animation,comedy,drama",4.5,"
A single dad has his hands full raising six rambunctious chipmunks in this animated comedy.","1,226",11.0,,2015,,,"Ross Bagdasarian Jr., 
Janice Karman, 
Vanessa Bagdasarian, 
Bettina Kenney",0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ghoul,2018,"drama,fantasy,horror",7.1,"
In a totalitarian near-future India, a mysterious prisoner is sent to a remote military interrogation center where he turns the tables on his captors by exposing their most shameful secrets and unleashing a demon from Arabic folklore.","13,031",45.0,,2018,,,"Radhika Apte, 
Manav Kaul, 
Rohit Pathak, 
Ratnabali Bhattacharjee",0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Maestro,,"biography,drama,music",,"
The complex love of Leonard and Felicia, from the time they met in 1946 at a party and continuing through two engagements, a 25 year marriage, and three children.",,,,,,Bradley Cooper,"Bradley Cooper, 
Carey Mulligan, 
Jeremy Strong",0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Amanda Knox,2016,"documentary,crime",6.9,"
American exchange student Amanda Knox is convicted and eventually acquitted for the 2007 death of another student in Italy.","22,474",92.0,,2016,,,"Amanda Knox, 
Meredith Kercher, 
Raffaele Sollecito, 
Giuliano Mignini",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Little Britain,2003–2006,comedy,7.6,"
Matt Lucas and David Walliams, the creators of this character-comedy sketch show, delight in all that is mad, bad, quirky and generally bonkers about the people and places of Britain.","22,619",29.0,,2003,2006,,"Matt Lucas, 
David Walliams, 
Tom Baker, 
Paul Putner",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Age of Samurai: Battle for Japan,2021– ,"documentary,action,adventure",7.4,"
An exploration of the warring kingdoms of feudal Japan when several powerful warlords fought to become absolute ruler.","3,234",,,2021,,,"Hiro Kanagawa, 
Hayate Masao, 
Darren Ashmore, 
Michael Auslin",1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Coldest Game,2019,"history,sport,thriller",6.2,"
During 1962's Cuban missile crisis, a troubled math genius finds himself drafted to play in a U.S.-Soviet chess match -- and a deadly game of espionage.","9,330",102.0,,2019,,Lukasz Kosmicki,"Bill Pullman, 
Lotte Verbeek, 
James Bloor, 
Robert Wieckiewicz",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
The Ripper,2020,"documentary,crime",7.1,"
Investigators and witnesses recall how a modern-day Jack the Ripper terrorized the north of England during the late 1970s.","7,810",195.0,,2020,,,"Alan Whitehouse, 
Keith Hellawell, 
Andrew Laptew, 
Christa Ackroyd",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Love (ft. Marriage & Divorce),2021– ,"drama,romance",6.0,"
Everything comes unraveling for three successful women who work on a radio show as twists, turns and troubles plague their seemingly happy marriages.",224,70.0,,2021,,,"Sung Hoon, 
Lee Ga-Ryeong, 
Tae-gon Lee, 
Joo-mi Park",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Kidnapping Stella,2019,"crime,thriller",4.8,"
Snatched off the street and held for ransom, a bound and gagged woman uses her limited powers to derail her two masked abductors' carefully laid plans.","5,487",89.0,,2019,,Thomas Sieben,"Max von der Groeben, 
Jella Haase, 
Clemens Schick, 
Jarrod Pistilli",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
